Reference Number,File Name,Global details,Segment details,Hue,Chroma,
187029,187029B_1.jpg,mean chroma shift by -2sd,
187029,187029B_2.jpg,mean chroma shift by -1sd,
187029,187029B_3.jpg,mean chroma shift by +1sd,
187029,187029B_4.jpg,mean chroma shift by +2sd,
187029,187029C_1.jpg,sd chroma expand-contract by 0.25,
187029,187029C_2.jpg,sd chroma expand-contract by 0.5,
187029,187029C_3.jpg,sd chroma expand-contract by 2.0,
187029,187029C_4.jpg,sd chroma expand-contract by 4.0,
025098,025098B_1.jpg,mean chroma shift by -2sd,
025098,025098B_2.jpg,mean chroma shift by -1sd,
025098,025098B_3.jpg,mean chroma shift by +1sd,
025098,025098B_4.jpg,mean chroma shift by +2sd,
025098,025098C_1.jpg,sd chroma expand-contract by 0.25,
025098,025098C_2.jpg,sd chroma expand-contract by 0.5,
025098,025098C_3.jpg,sd chroma expand-contract by 2.0,
025098,025098C_4.jpg,sd chroma expand-contract by 4.0,
242078,242078B_1.jpg,mean chroma shift by -2sd,
242078,242078B_2.jpg,mean chroma shift by -1sd,
242078,242078B_3.jpg,mean chroma shift by +1sd,
242078,242078B_4.jpg,mean chroma shift by +2sd,
242078,242078C_1.jpg,sd chroma expand-contract by 0.25,
242078,242078C_2.jpg,sd chroma expand-contract by 0.5,
242078,242078C_3.jpg,sd chroma expand-contract by 2.0,
242078,242078C_4.jpg,sd chroma expand-contract by 4.0,
022090,022090B_1.jpg,mean chroma shift by -2sd,
022090,022090B_2.jpg,mean chroma shift by -1sd,
022090,022090B_3.jpg,mean chroma shift by +1sd,
022090,022090B_4.jpg,mean chroma shift by +2sd,
022090,022090C_1.jpg,sd chroma expand-contract by 0.25,
022090,022090C_2.jpg,sd chroma expand-contract by 0.5,
022090,022090C_3.jpg,sd chroma expand-contract by 2.0,
022090,022090C_4.jpg,sd chroma expand-contract by 4.0,
198023,198023A.jpg,white balance corrected reference file
198023,198023AB_1.jpg,mean chroma shift by -2sd,
198023,198023AB_2.jpg,mean chroma shift by -1sd,
198023,198023AB_3.jpg,mean chroma shift by +1sd,
198023,198023AB_4.jpg,mean chroma shift by +2sd,
198023,198023AC_1.jpg,sd chroma expand-contract by 0.25,
198023,198023AC_2.jpg,sd chroma expand-contract by 0.5,
198023,198023AC_3.jpg,sd chroma expand-contract by 2.0,
198023,198023AC_4.jpg,sd chroma expand-contract by 4.0,
323016,323016A.jpg,white balance corrected reference file
323016,323016AB_1.jpg,mean chroma shift by -2sd,
323016,323016AB_2.jpg,mean chroma shift by -1sd,
323016,323016AB_3.jpg,mean chroma shift by +1sd,
323016,323016AB_4.jpg,mean chroma shift by +2sd,
323016,323016AC_1.jpg,sd chroma expand-contract by 0.25,
323016,323016AC_2.jpg,sd chroma expand-contract by 0.5,
323016,323016AC_3.jpg,sd chroma expand-contract by 2.0,
323016,323016AC_4.jpg,sd chroma expand-contract by 4.0,
015004,015004B_1.jpg,mean chroma shift by -2sd,
015004,015004B_2.jpg,mean chroma shift by -1sd,
015004,015004B_3.jpg,mean chroma shift by +1sd,
015004,015004B_4.jpg,mean chroma shift by +2sd,
015004,015004C_1.jpg,sd chroma expand-contract by 0.25,
015004,015004C_2.jpg,sd chroma expand-contract by 0.5,
015004,015004C_3.jpg,sd chroma expand-contract by 2.0,
015004,015004C_4.jpg,sd chroma expand-contract by 4.0,
022093,022093B_1.jpg,mean chroma shift by -2sd,
022093,022093B_2.jpg,mean chroma shift by -1sd,
022093,022093B_3.jpg,mean chroma shift by +1sd,
022093,022093B_4.jpg,mean chroma shift by +2sd,
022093,022093C_1.jpg,sd chroma expand-contract by 0.25,
022093,022093C_2.jpg,sd chroma expand-contract by 0.5,
022093,022093C_3.jpg,sd chroma expand-contract by 2.0,
022093,022093C_4.jpg,sd chroma expand-contract by 4.0,
376001,376001A.jpg,white balance corrected reference file
376001,376001AB_1.jpg,mean chroma shift by -2sd,
376001,376001AB_2.jpg,mean chroma shift by -1sd,
376001,376001AB_3.jpg,mean chroma shift by +1sd,
376001,376001AB_4.jpg,mean chroma shift by +2sd,
376001,376001AC_1.jpg,sd chroma expand-contract by 0.25,
376001,376001AC_2.jpg,sd chroma expand-contract by 0.5,
376001,376001AC_3.jpg,sd chroma expand-contract by 2.0,
376001,376001AC_4.jpg,sd chroma expand-contract by 4.0,
153093,153093B_1.jpg,mean chroma shift by -2sd,
153093,153093B_2.jpg,mean chroma shift by -1sd,
153093,153093B_3.jpg,mean chroma shift by +1sd,
153093,153093B_4.jpg,mean chroma shift by +2sd,
153093,153093C_1.jpg,sd chroma expand-contract by 0.25,
153093,153093C_2.jpg,sd chroma expand-contract by 0.5,
153093,153093C_3.jpg,sd chroma expand-contract by 2.0,
153093,153093C_4.jpg,sd chroma expand-contract by 4.0,
151087,151087B_1.jpg,mean chroma shift by -2sd,
151087,151087B_2.jpg,mean chroma shift by -1sd,
151087,151087B_3.jpg,mean chroma shift by +1sd,
151087,151087B_4.jpg,mean chroma shift by +2sd,
151087,151087C_1.jpg,sd chroma expand-contract by 0.25,
151087,151087C_2.jpg,sd chroma expand-contract by 0.5,
151087,151087C_3.jpg,sd chroma expand-contract by 2.0,
151087,151087C_4.jpg,sd chroma expand-contract by 4.0,
151087,151087A.jpg,white balance corrected reference file
151087,151087AB_1.jpg,mean chroma shift by -2sd,
151087,151087AB_2.jpg,mean chroma shift by -1sd,
151087,151087AB_3.jpg,mean chroma shift by +1sd,
151087,151087AB_4.jpg,mean chroma shift by +2sd,
151087,151087AC_1.jpg,sd chroma expand-contract by 0.25,
151087,151087AC_2.jpg,sd chroma expand-contract by 0.5,
151087,151087AC_3.jpg,sd chroma expand-contract by 2.0,
151087,151087AC_4.jpg,sd chroma expand-contract by 4.0,
046076,046076B_1.jpg,mean chroma shift by -2sd,
046076,046076B_2.jpg,mean chroma shift by -1sd,
046076,046076B_3.jpg,mean chroma shift by +1sd,
046076,046076B_4.jpg,mean chroma shift by +2sd,
046076,046076C_1.jpg,sd chroma expand-contract by 0.25,
046076,046076C_2.jpg,sd chroma expand-contract by 0.5,
046076,046076C_3.jpg,sd chroma expand-contract by 2.0,
046076,046076C_4.jpg,sd chroma expand-contract by 4.0,
015004,015004A.jpg,white balance corrected reference file
015004,015004AB_1.jpg,mean chroma shift by -2sd,
015004,015004AB_2.jpg,mean chroma shift by -1sd,
015004,015004AB_3.jpg,mean chroma shift by +1sd,
015004,015004AB_4.jpg,mean chroma shift by +2sd,
015004,015004AC_1.jpg,sd chroma expand-contract by 0.25,
015004,015004AC_2.jpg,sd chroma expand-contract by 0.5,
015004,015004AC_3.jpg,sd chroma expand-contract by 2.0,
015004,015004AC_4.jpg,sd chroma expand-contract by 4.0,
198023,198023B_1.jpg,mean chroma shift by -2sd,
198023,198023B_2.jpg,mean chroma shift by -1sd,
198023,198023B_3.jpg,mean chroma shift by +1sd,
198023,198023B_4.jpg,mean chroma shift by +2sd,
198023,198023C_1.jpg,sd chroma expand-contract by 0.25,
198023,198023C_2.jpg,sd chroma expand-contract by 0.5,
198023,198023C_3.jpg,sd chroma expand-contract by 2.0,
198023,198023C_4.jpg,sd chroma expand-contract by 4.0,
056028,056028B_1.jpg,mean chroma shift by -2sd,
056028,056028B_2.jpg,mean chroma shift by -1sd,
056028,056028B_3.jpg,mean chroma shift by +1sd,
056028,056028B_4.jpg,mean chroma shift by +2sd,
056028,056028C_1.jpg,sd chroma expand-contract by 0.25,
056028,056028C_2.jpg,sd chroma expand-contract by 0.5,
056028,056028C_3.jpg,sd chroma expand-contract by 2.0,
056028,056028C_4.jpg,sd chroma expand-contract by 4.0,
065019,065019B_1.jpg,mean chroma shift by -2sd,
065019,065019B_2.jpg,mean chroma shift by -1sd,
065019,065019B_3.jpg,mean chroma shift by +1sd,
065019,065019B_4.jpg,mean chroma shift by +2sd,
065019,065019C_1.jpg,sd chroma expand-contract by 0.25,
065019,065019C_2.jpg,sd chroma expand-contract by 0.5,
065019,065019C_3.jpg,sd chroma expand-contract by 2.0,
065019,065019C_4.jpg,sd chroma expand-contract by 4.0,
118020,118020A.jpg,white balance corrected reference file
118020,118020AB_1.jpg,mean chroma shift by -2sd,
118020,118020AB_2.jpg,mean chroma shift by -1sd,
118020,118020AB_3.jpg,mean chroma shift by +1sd,
118020,118020AB_4.jpg,mean chroma shift by +2sd,
118020,118020AC_1.jpg,sd chroma expand-contract by 0.25,
118020,118020AC_2.jpg,sd chroma expand-contract by 0.5,
118020,118020AC_3.jpg,sd chroma expand-contract by 2.0,
118020,118020AC_4.jpg,sd chroma expand-contract by 4.0,
065019,065019A.jpg,white balance corrected reference file
065019,065019AB_1.jpg,mean chroma shift by -2sd,
065019,065019AB_2.jpg,mean chroma shift by -1sd,
065019,065019AB_3.jpg,mean chroma shift by +1sd,
065019,065019AB_4.jpg,mean chroma shift by +2sd,
065019,065019AC_1.jpg,sd chroma expand-contract by 0.25,
065019,065019AC_2.jpg,sd chroma expand-contract by 0.5,
065019,065019AC_3.jpg,sd chroma expand-contract by 2.0,
065019,065019AC_4.jpg,sd chroma expand-contract by 4.0,
140075,140075A.jpg,white balance corrected reference file
140075,140075AB_1.jpg,mean chroma shift by -2sd,
140075,140075AB_2.jpg,mean chroma shift by -1sd,
140075,140075AB_3.jpg,mean chroma shift by +1sd,
140075,140075AB_4.jpg,mean chroma shift by +2sd,
140075,140075AC_1.jpg,sd chroma expand-contract by 0.25,
140075,140075AC_2.jpg,sd chroma expand-contract by 0.5,
140075,140075AC_3.jpg,sd chroma expand-contract by 2.0,
140075,140075AC_4.jpg,sd chroma expand-contract by 4.0,
022090,022090A.jpg,white balance corrected reference file
022090,022090AB_1.jpg,mean chroma shift by -2sd,
022090,022090AB_2.jpg,mean chroma shift by -1sd,
022090,022090AB_3.jpg,mean chroma shift by +1sd,
022090,022090AB_4.jpg,mean chroma shift by +2sd,
022090,022090AC_1.jpg,sd chroma expand-contract by 0.25,
