,GTFileName,ReColFileName,Mod Number,WB Corrected,ReColorMod,SOTA,zScore,GT_zScore,Details,Hue,Chroma,a,b
0,015004_gt.jpg,015004_gt.jpg,0,N,N,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
1,015004_gt.jpg,015004A.jpg,0,A,N,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
2,015004_gt.jpg,015004_gt.jpg,0,N,Shift mean of Chroma,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
3,015004_gt.jpg,015004A.jpg,0,A,Shift mean of Chroma,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
4,015004_gt.jpg,015004_gt.jpg,0,N,Expand Contrast Chroma,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
5,015004_gt.jpg,015004A.jpg,0,A,Expand Contrast Chroma,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
6,015004_gt.jpg,015004_gt.jpg,0,N,Spatial Shift,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
7,015004_gt.jpg,015004A.jpg,0,A,Spatial Shift,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
8,015004_gt.jpg,015004_gt.jpg,0,N,Shift segment hue,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
9,015004_gt.jpg,015004A.jpg,0,A,Shift segment hue,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
10,015004_gt.jpg,015004_gt.jpg,0,N,Shift segment Chroma,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
11,015004_gt.jpg,015004A.jpg,0,A,Shift segment Chroma,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
12,015004_gt.jpg,015004_gt.jpg,0,N,Iizuka Colourisation,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
13,015004_gt.jpg,015004A.jpg,0,A,Iizuka Colourisation,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
14,015004_gt.jpg,015004_gt.jpg,0,N,Larson Colourisation,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
15,015004_gt.jpg,015004A.jpg,0,A,Larson Colourisation,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
16,015004_gt.jpg,015004_gt.jpg,0,N,DeOldify Colourisation,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
17,015004_gt.jpg,015004A.jpg,0,A,DeOldify Colourisation,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
18,015004_gt.jpg,015004_gt.jpg,0,N,Photoshop Colourisation,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
19,015004_gt.jpg,015004A.jpg,0,A,Photoshop Colourisation,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
20,015004_gt.jpg,015004_gt.jpg,0,N,Zhang Colourisation,0.0,0.3969867273949054,0.3969867273949054,Ground Truth Reference Image,,,,
21,015004_gt.jpg,015004A.jpg,0,A,Zhang Colourisation,0.0,1.1772208267746949,0.3969867273949054,White Balance Corrected Reference File,,,,
22,015004_gt.jpg,015004A.jpg,0,A,N,0.0,1.1772208267746949,0.3969867273949054,white balance corrected reference file,0.0,0.0,0.0,-0.0
23,015004_gt.jpg,015004AB_1.jpg,1,A,Shift mean of Chroma,0.0,-0.901569838672819,0.3969867273949054,mean chroma shift by -2sd,0.0,0.0,0.0,-0.0
24,015004_gt.jpg,015004AB_2.jpg,2,A,Shift mean of Chroma,0.0,0.06735152060006795,0.3969867273949054,mean chroma shift by -1sd,0.0,0.0,0.0,-0.0
25,015004_gt.jpg,015004AB_3.jpg,3,A,Shift mean of Chroma,0.0,0.6034276957462306,0.3969867273949054,mean chroma shift by +1sd,0.0,0.0,0.0,-0.0
26,015004_gt.jpg,015004AB_4.jpg,4,A,Shift mean of Chroma,0.0,0.14177818154668687,0.3969867273949054,mean chroma shift by +2sd,0.0,0.0,0.0,-0.0
27,015004_gt.jpg,015004AC_1.jpg,1,A,Expand Contrast Chroma,0.0,0.4118934705962758,0.3969867273949054,sd chroma expand-contract by 0.25,0.0,0.0,0.0,-0.0
28,015004_gt.jpg,015004AC_2.jpg,2,A,Expand Contrast Chroma,0.0,0.9243302491731418,0.3969867273949054,sd chroma expand-contract by 0.5,0.0,0.0,0.0,-0.0
29,015004_gt.jpg,015004AC_3.jpg,3,A,Expand Contrast Chroma,0.0,1.3335810368776997,0.3969867273949054,sd chroma expand-contract by 2.0,0.0,0.0,0.0,-0.0
30,015004_gt.jpg,015004AC_4.jpg,4,A,Expand Contrast Chroma,0.0,-0.21843185404562232,0.3969867273949054,sd chroma expand-contract by 4.0,0.0,0.0,0.0,-0.0
31,015004_gt.jpg,015004AD_1.jpg,1,A,Spatial Shift,0.0,0.3600045914633542,0.3969867273949054,derigistration shift by 0.01,0.0,0.0,0.0,-0.0
32,015004_gt.jpg,015004AD_2.jpg,2,A,Spatial Shift,0.0,-0.1625520285501298,0.3969867273949054,derigistration shift by 0.02,0.0,0.0,0.0,-0.0
33,015004_gt.jpg,015004AD_3.jpg,3,A,Spatial Shift,0.0,-1.226292368114138,0.3969867273949054,derigistration shift by 0.03,0.0,0.0,0.0,-0.0
34,015004_gt.jpg,015004AD_4.jpg,4,A,Spatial Shift,0.0,-1.572658095271375,0.3969867273949054,derigistration shift by 0.04,0.0,0.0,0.0,-0.0
35,015004_gt.jpg,015004AF_1.jpg,1,A,Shift segment hue,0.0,1.0666958730506593,0.3969867273949054,changing segment hue by 2 from 188 to 190,190.0,23.0,1.1285565095306171,22.972295492718967
36,015004_gt.jpg,015004AF_10.jpg,10,A,Shift segment hue,0.0,0.7647584384871444,0.3969867273949054,changing segment hue by 32 from 188 to 156,156.0,23.0,17.779240427342952,14.591045535763849
37,015004_gt.jpg,015004AF_11.jpg,11,A,Shift segment hue,0.0,-1.0082107739511905,0.3969867273949054,changing segment hue by 64 from 188 to 252,252.0,23.0,-22.88924871346053,2.2543942275798994
